DATE_TIME,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2022-01-01 00:00:00,0.0,0.2894280762564992,0.8147757255936675,0.1731315042573321
2022-01-01 01:00:00,0.0,0.2801848642403236,0.8120316622691293,0.20813623462630088
2022-01-01 02:00:00,0.0,0.2772963604852687,0.8123482849604221,0.2459791863765374
2022-01-01 03:00:00,0.0,0.26920854997111493,0.8306068601583113,0.26773888363292336
2022-01-01 04:00:00,0.0,0.2637203928365108,0.8500263852242744,0.2847682119205298
2022-01-01 05:00:00,0.0,0.2536106296938186,0.8778891820580476,0.2876064333017976
2022-01-01 06:00:00,0.0,0.24436741767764297,0.9031134564643798,0.2894985808893094
2022-01-01 07:00:00,0.06512900627807913,0.2807625649913345,0.856042216358839,0.36896877956480606
2022-01-01 08:00:00,0.20973830016398695,0.3445984979780475,0.7856464379947229,0.3462630085146642
2022-01-01 09:00:00,0.37576292731207006,0.43991912189485843,0.6606860158311345,0.3197729422894986
2022-01-01 10:00:00,0.5383234520702136,0.5179087232813404,0.5593667546174143,0.25449385052034057
2022-01-01 11:00:00,0.6045489389367049,0.5525707683419989,0.5298153034300792,0.174077578051088
2022-01-01 12:00:00,0.6053446151159068,0.5687463893703062,0.5117678100263853,0.12488174077578051
2022-01-01 13:00:00,0.5577010780441892,0.5736568457538995,0.5032189973614776,0.09933774834437087
2022-01-01 14:00:00,0.4461123455951561,0.5707683419988447,0.5032189973614776,0.07947019867549669
2022-01-01 15:00:00,0.2921198948154905,0.5600808781051416,0.517994722955145,0.06811731315042573
2022-01-01 16:00:00,0.12430014458018379,0.5398613518197575,0.5585224274406332,0.06906338694418165
2022-01-01 17:00:00,0.013730265775250591,0.46880415944540726,0.7018469656992085,0.0804162724692526
2022-01-01 18:00:00,0.0,0.4170999422299249,0.762532981530343,0.1012298959318827
2022-01-01 19:00:00,0.0,0.38619295205083765,0.7901846965699209,0.11542100283822138
2022-01-01 20:00:00,0.0,0.3613518197573657,0.8158311345646437,0.12771996215704826
2022-01-01 21:00:00,0.0,0.33997689196995967,0.8384168865435355,0.1390728476821192
2022-01-01 22:00:00,0.0,0.3214904679376083,0.8554089709762532,0.14569536423841062
2022-01-01 23:00:00,0.0,0.30502599653379553,0.8660686015831135,0.14947965941343427
2022-01-02 00:00:00,0.0,0.2908723281340266,0.8681794195250659,0.15610217596972564
2022-01-02 01:00:00,0.0,0.2801848642403236,0.8634300791556728,0.16367076631977295
2022-01-02 02:00:00,0.0,0.2715193529751589,0.8612137203166226,0.1665089877010407
2022-01-02 03:00:00,0.0,0.26487579433853264,0.8635356200527703,0.16840113528855252
2022-01-02 04:00:00,0.0,0.25909878682842297,0.8705013192612138,0.174077578051088
2022-01-02 05:00:00,0.0,0.2533217793183132,0.883377308707124,0.1825922421948912
2022-01-02 06:00:00,0.0,0.24985557481224735,0.8959366754617414,0.19962157048249762
2022-01-02 07:00:00,0.067195823670396,0.2989601386481802,0.8326121372031662,0.2961210974456008
2022-01-02 08:00:00,0.21466761112782248,0.3567302137492779,0.7699208443271768,0.3036896877956481
2022-01-02 09:00:00,0.38614553111384964,0.4485846331600231,0.6582585751978892,0.2705771050141911
2022-01-02 10:00:00,0.5857923285172284,0.5239745811669556,0.5623218997361478,0.2384105960264901
2022-01-02 11:00:00,0.6714245514618125,0.5551704217215483,0.539419525065963,0.17218543046357618
2022-01-02 12:00:00,0.6271286763635658,0.575101097631427,0.5141952506596306,0.10785241248817407
2022-01-02 13:00:00,0.5775153555799218,0.5843443096476026,0.4975197889182058,0.052034058656575205
2022-01-02 14:00:00,0.4653250143124679,0.584055459272097,0.4902374670184697,0.00946073793755913
2022-01-02 15:00:00,0.3044237654890013,0.5736568457538995,0.49910290237467014,0.04446546830652791
2022-01-02 16:00:00,0.13305258255140362,0.550837666088966,0.5384696569920845,0.07095553453169348
2022-01-02 17:00:00,0.015108144036795173,0.47169266320046216,0.7187335092348284,0.08325449385052035
2022-01-02 18:00:00,0.0,0.4194107452339689,0.7618997361477572,0.1106906338694418
2022-01-02 19:00:00,0.0,0.3928365106874639,0.7831134564643799,0.12866603595080414
2022-01-02 20:00:00,0.0,0.37088388214904683,0.8099208443271767,0.1333964049195837
